,Question,Predict_CategoryIndex,Predict_Category
2799,我丟了向圖書資訊館借的書，需要賠償，卻不知要到那裡購買該書？,256,關於借還書
2800,聽說「個人書房」可以知道個人的借閱與推薦圖書狀況，也可以進行圖書續借，請問登入的帳號、密碼是？,256,關於借還書
2801,請問閉館時可以還書嗎？圖資館有提供還書箱服務嗎？,256,關於借還書
2802,請問我該如何知道投入還書箱的書，是否已經還書？,256,關於借還書
2803,電子資料庫可以申請向外館申請館際合作付費取得嗎？,257,關於資料庫使用
2804,只能在校園網路查詢之資料庫，可否在家裡使用？,269,校外使用資料庫
2805,學校訂購的線上資料庫是否一定要到圖書資訊館才可使用？,235,館際合作與資料庫
2806,有沒有我們系所領域相關可使用的電子資源？可在哪裏找的到？,257,關於資料庫使用
2807,在校園中使用資料庫欲下載全文電子期刊時，出現要求輸入帳號／密碼的畫面，請問我該如何處理？,269,校外使用資料庫
2808,我是校外讀者，因研究需要，可以申請貴校的電子資料庫校外連線帳號嗎？,257,關於資料庫使用
2809,請問我想要看最新一期期刊，可以在那裡看到？,258,關於期刊
2810,我可以借期刊嗎？,258,關於期刊
2811,圖書資訊館沒有我需要的期刊，怎麼辦？,258,關於期刊
2812,請問去年的期刊在那裡？,258,關於期刊
2813,我想找的期刊，在架上卻找不到？,258,關於期刊
2814,如何推薦圖資館訂購新期刊？,258,關於期刊
2815,請問報紙在那裡？有保留過期報紙嗎？,258,關於期刊
2816,圖書資訊館的影印服務？,258,關於期刊
2817,我可以掃描書本或期刊嗎？,258,關於期刊
2818,我想要複印國內某大學的碩士論文，請問該如何使用？,259,關於館際合作
2819,我想向其他圖書館申請影印文章，請問該如何辦理？,259,關於館際合作
2820,我想去其他學校圖書館入館借書，有哪些館際合作借書証可申請，請問該如何辦理？,259,關於館際合作
2821,聽說申請「東部地區大學校院圖書館互惠借書服務」之個人資料授權 ，即可以本館証件進出各合作館或借閱館藏？,259,關於館際合作
2822,請問校外人士如何換證入館閱讀？,378,入館事項
2823,請問我是校友，該如何辦理校友借書證呢？,378,入館事項
2824,請問研究生到圖資館辦理博碩士論文離校手續時，應該注意哪些事項？,378,入館事項
2825,我要怎麼向圖資館推薦圖書？,261,關於採購圖書
2826,我向圖資館推薦的書或視聽資料，如何知道是否已買進來了？,261,關於採購圖書
2827,我想要瞭解各系之圖書經費分配及運用狀況，從那裡可以查得？,261,關於採購圖書
2828,圖書從處理到上架經過什麼流程？需要多久時間？,262,關於分類編目
2829,如何可以儘快借到“完編待送”及“移送閱覽”中的圖書資料？,262,關於分類編目
2830,請問我有幾本書想要送給圖書館我要送去那裡呢？,263,關於贈書
2831,請問我有二本書想要送給學校，是否有感謝狀？,263,關於贈書
2832,圖書資訊館工讀申請辦法？,93,工讀生與義工
2833,請問我想到圖資館當志工，要和誰聯絡?,93,工讀生與義工
2834,怎麼找不到這本期刊？,265,查詢書刊/視聽資料
2835,我找不到「Time」的過期雜誌，一本都沒有，從暑假來幾個月，有空就會來找，可是一直都沒有！請問還在處理嗎？或者是什麼原因把他收起來了？我想借來看看～～,265,查詢書刊/視聽資料
2836,怎麼找電子期刊？,265,查詢書刊/視聽資料
2837,我人在校外，想找一本電子期刊，但不知道要那個資料庫才有提供這個期刊的全文？,265,查詢書刊/視聽資料
2838,訂購中是什麼意思?,265,查詢書刊/視聽資料
2839,請問借閱狀態顯示訂購中是代表已經確定在訂購了嗎？ 還是還在討論要不要訂購呢？,265,查詢書刊/視聽資料
2840,如何查圖書館有什麼視聽資料？,265,查詢書刊/視聽資料
2841,有沒有辦法查圖書館全部的視聽資料有什麼？,265,查詢書刊/視聽資料
2842,圖書館有沒有收藏這個期刊的過刊？,265,查詢書刊/視聽資料
2843,想找1991-1998的西文期刊Journal of biological chemistry 可是找不到？,265,查詢書刊/視聽資料
2844,尋書中是什麼意思?,265,查詢書刊/視聽資料
2845,請問圖書/視聽資料查詢結果， 館藏狀況為「尋書中」是什麼意思呢？,265,查詢書刊/視聽資料
2846,如何以索書號查詢？,265,查詢書刊/視聽資料
2847,我只記得書的索書號， 但忘記這是哪本書了， 請問有辦法幫我查出這本書的資料嗎？,265,查詢書刊/視聽資料
2848,圖書館應該有這本書，為什麼查不到資料呢？,265,查詢書刊/視聽資料
2849,我明明記得圖書館有'紅樓夢人物之謎'這本書，可是以書名查都查不到？,265,查詢書刊/視聽資料
2850,視聽資料不可續借嗎？,266,續借/預約
2851,一般圖書無人預約，在到期七天內可線上續借。為何視聽資料無法線上續約，一樣是無人預約的情況下，因為有事不能回花蓮，不知道要怎麼辦理續約手續？,266,續借/預約
2852,無法線上續借？,266,續借/預約
2853,無法進入讀者線上續借、預約網頁辦理續借時，該怎麼辦？,266,續借/預約
2854,如何預約「編目中」圖書？,266,續借/預約
2855,請問要如何預約「編目中」的圖書及視聽資料？編目中的書何時會在書架上呢？,266,續借/預約
2856,為何被停止預約權利？預約沒借的後果？,266,續借/預約
2857,想請問「預約通知未取已取消預約權限」這樣的罰則，要多久才能再預約書呢？需要辦理何種手續才能復權？還有這類的罰則，在圖書館的網頁哪裡可以找得到，謝謝。,266,續借/預約
2858,何時可借預約書？,266,續借/預約
2859,請問「預約待取」的書籍在預約人未領取多久後才會重新上架？謝謝答覆。,266,續借/預約
2860,忘記續借/預約密碼？,266,續借/預約
2861,我忘記我的密碼了，該如何處理？,266,續借/預約
2862,校外人士可否預約？,266,續借/預約
2863,我是外校的學生，請問如何預約「已點收」的書？,266,續借/預約
2864,可以預約多少本書？,266,續借/預約
2865,請問預約書有冊數的限定嗎？,266,續借/預約
2866,如何預約書？,266,續借/預約
2867,我是本校大學部學生，有以下問題，若是要使用線上預約功能，已往未曾申請或使用過，是否要填寫申請單？,266,續借/預約
2868,如何借教師指定參考書？,23,借還書
2869,請問如何借閱「教師指定參考書」？,23,借還書
2870,圖書館接受贈書嗎？,112,贈書
2871,請問可以捐書給圖書館嗎？ 有什麼原則呢？ 謝謝。,112,贈書
2872,影印資料的費用與方式？,268,影印與列印
2873,要怎樣影印？影印一張多少錢？,268,影印與列印
2874,影印卡故障了，怎麼辦？,268,影印與列印
2875,請問若影印卡因不明原因不能用了要如何處理？,268,影印與列印
2876,列印資料的費用與方式？,268,影印與列印
2877,要怎樣列印？列印一張多少錢？,268,影印與列印
2878,有沒有提供彩色影印或列印？,268,影印與列印
2879,期刊不能借出去，我想影印彩色圖片，怎麼辦？,268,影印與列印
2880,影印機故障？,268,影印與列印
2881,昨晚在三樓印資料，三樓的影印機好像都壞了，另外，二樓左側的影印室(靠共科大樓)對於壞掉的影印機為啥會鎖起來？希望能盡早通知廠商修理，並能請廠商提供販售有更高印量的影印卡。謝謝。,268,影印與列印
2882,如何在校外使用資料庫？,269,校外使用資料庫
2883,我想在校外使用學校訂的資料庫，人不在校內要如何申請呢？,269,校外使用資料庫
2884,要怎樣使用資料庫才不犯法呢？,269,校外使用資料庫
2885,我想請問一下資料庫的規定 ：不得列印及下載整份期刊、圖書、會議記錄、報告、說明書...等。請問有限定下載的頁數OR百分比嗎？ 還是只要是一頁一頁下載就可以了呢？不得將資料庫任何內容，如文字、圖表或版權聲明加以編輯、引伸，或以任何形式與其他資料組合。意思是說論文內容不能引用資料庫或期刊的內容嗎？ 還是引用有特殊規定？謝謝！,269,校外使用資料庫
2886,使用IEL為何要帳號密碼？,269,校外使用資料庫
2887,我是電機所學生，在實驗室開啟IEL資料庫時，對方網頁會要求輸入user name和password，一般而言並不會發生這種問題。請問我該如何解決呢？,269,校外使用資料庫
2888,使用資料庫需要什麼帳號和密碼？,269,校外使用資料庫
2889,我常碰到想使用資料庫，卻因沒有帳號密碼而不得其門而入的窘境，想請問學校：到底帳號跟密碼是什麼？ 感謝您的解答。,269,校外使用資料庫
2890,校外使用資料庫無法連線，怎麼辦？,269,校外使用資料庫
2891,為何這個暑假在校外要連上學校資料庫經常故障， 而且經常是在星期四到下星期一或二？,269,校外使用資料庫
2892,如何下載全文閱讀軟體，例如PDF檔？,269,校外使用資料庫
2893,我想要下載論文全文PDF檔，但是我沒有這個程式，請問一下要如何才能開啟？,269,校外使用資料庫
2894,如何使用台灣經濟新報資料庫呢？,269,校外使用資料庫
2895,我住宿舍，想使用台灣經濟新報資料庫，也安裝了TTS LINK，請問是不是還要設代理伺服器，如要設的話，網址和PORT要設多少？謝謝！,269,校外使用資料庫
2896,為何在國家圖書館網頁還找不到我的論文全文？,270,論文上傳
2897,我是已辦妥畢業的研究生，但在國家圖書館碩博士網頁為何找不到自己的碩士論文呢 ？,270,論文上傳
2898,如何取得東華大學的論文全文？,270,論文上傳
2899,我是外校的學生， 請問要如何查貴校的論文？,270,論文上傳
2900,論文上傳的密碼是什麼？,270,論文上傳
2901,我無法進入系統上傳我的論文，畫面顯示學號及密碼其中有錯誤，我忘了密碼，怎麼辦？,270,論文上傳
2902,可以在校外上傳論文嗎？,270,論文上傳
2903,請問論文轉成pdf檔是否一定要在學校的圖書館、電算中心及所辦進行？請問在校外如何處理？,270,論文上傳
2904,校友可借視聽資料嗎？,23,借還書
2905,請問校友如何借閱視聽資料？,23,借還書
2906,還書後可馬上再借嗎？,23,借還書
2907,拿書去櫃檯歸還可以直接再借嗎？還是說要等圖書館把書上架之後才可以外借？,23,借還書
2908,可借參考書嗎？,23,借還書
2909,能否建議有複本的參考書改列為一般圖書呢？圖書館對參考書與非參考書兩者的分類較為嚴格，所以造成一些圖書可能應屬於類書或是文獻資料的部分，也被安置在參考書區了，但在寫作論文或是報告的時候往往需要該筆圖書，礙於頁數也不太可能全本複印下來，故學生希望能夠建議，將部分有複本的參考書，如「中國歷史地圖集」等，安置於一般圖書類，使學生得以外借呢？謝謝。,23,借還書
2910,圖書沒人借，卻找不到？,23,借還書
2911,為何在架上找不到「在架」的書？是否遺失了呢？,23,借還書
2912,光碟片為何不能一次借出一套？,23,借還書
2913,很多電影的vcd或dvd都是兩片裝，為何不能依照原包裝一起出借呢？,23,借還書
2914,如何借教師指定參考書？,23,借還書
2915,請問如何借閱「教師指定參考書」？,23,借還書
2916,什麼是專案計畫借書？會再買嗎？,23,借還書
2917,請問一下用為專案計劃用書是什麼意思呢？那是否我們就不能借閱了呢？而且借用到期日在數年後，所以請問圖書館是否有因應措施如再購買一本...等，或者可否說明此書用在何處？謝謝。,23,借還書
2918,已還書，為何還收到到期通知？,23,借還書
2919,我今天已經拿書去還了喔，為什麼還會收到催還/到期通知？請代為查明情形，謝謝。,23,借還書
2920,應屆畢業生可借書到何時？,23,借還書
2921,請問應屆畢業生使用圖書館的權利到什麼時候呢？,23,借還書
2922,閉館時如何還書？可寄回還書嗎？,23,借還書
2923,我有一本書12月31日到期，由於今天要回家，幾天後才會回來，趕去圖書館的還書箱要還書，竟然發現還書箱竟鎖在裡面，這樣怎麼假日還書？由於找不到人代還，可否將此書罰鍰到今天元月一日，下禮拜二回來再還書呢？,23,借還書
2924,光碟片為何看不到劇情結局？,23,借還書
2925,《亂世佳人》DVD播放完後故事還沒結束，以為自己漏借了V.2，可是館內資料查詢的結果卻是只有這1片。如果資料損壞也會有清單，但《亂世佳人》真的就只有一片，是不是哪裡弄錯了？？,23,借還書
2926,如何借尋書中的資料？,23,借還書
2927,請問如何借閱「尋書中」？我已經先預約了？,23,借還書
2928,圖書沒人借，卻找不到？,23,借還書
2929,為何在架上找不到「在架」的書？是否遺失了呢？,23,借還書
2930,如何預約「編目中」圖書？,266,續借/預約
2931,請問要如何預約「編目中」的圖書及視聽資料？編目中的書何時會在書架上呢？,266,續借/預約
2932,什麼是教師教學借閱視聽資料？,272,教師教學借閱資料
2933,我要借一片DVD，為什麼要等快一個月，不是規定只能借10天嗎？,272,教師教學借閱資料
2934,因為準備教學，要如何借視聽資料呢？,272,教師教學借閱資料
2935,我想先準備教材，可是只能借4片，想多借一些，不知有什麼辦法？謝謝～,272,教師教學借閱資料
2936,一本書只丟掉其中的附件怎麼賠?,273,賠書
2937,請問一本書只丟掉其中的附件怎麼賠?另如果丟掉中的DVD的附冊怎麼辦？是否要賠整套呢？ ？,273,賠書
2938,辦了賠書手續，還會有逾期罰款嗎？還可以再借書嗎？,273,賠書
2939,請問我己經辦了賠書手續，在買到書前，逾期罰款會不會一直算下去？我還可以借別的書嗎？謝謝！,273,賠書
2940,為何收賠書處理費？找到原書時，會不會退費？,273,賠書
2941,為什麼要自己去買書賠？,273,賠書
2942,為何先要自己去買書，讓圖書館買，再付錢不就行了嗎？,273,賠書
2943,如果買不到書，怎麼辦？,273,賠書
2944,我去出版社問了，現在這本書已經絕版了，買不到，怎麼辦呢？,273,賠書
2945,書丟(壞)了，怎麼辦？,273,賠書
2946,我一直找不到書，但快到期了，因為有人預約，又不能續借，怎麼辦？,273,賠書
2947,辦理賠書手續，又找到原書，怎麼辦？,273,賠書
2948,我已經繳錢辦了賠書，可是又找到這本書，怎麼辦？可以退錢嗎？,273,賠書
2949,一套書丟了一冊，怎麼賠？,273,賠書
2950,丟掉一套書中的一冊時，如何賠書？如果不零售單冊，是否要賠整套呢？如果已經買不到圖書館藏的舊版，目前僅能買到新版，怎麼辦？,273,賠書
2951,視聽資料代購金為什麼那麼貴？,273,賠書
2952,我買DVD或VCD都只要幾百元，為什麼要收三千元的代購金？,273,賠書
2953,圖書館可以無線上網嗎？,31,電腦使用/無線上網服務
2954,想請問一下，圖書館是否有提供無線上網服務呢？,148,電腦使用問題
2955,圖書館有置物櫃可以使用嗎？要如何借用呢？,275,置物櫃/自助借書機
2956,我帶了很多東西到圖書館去找資料，能否有個地方讓我暫時放置呢？,275,置物櫃/自助借書機
2957,已還書，為何還收到到期通知？,23,借還書
2958,我今天已經拿書去還了喔，為什麼還會收到催還通知？請代為查明情形，謝謝。,335,借閱服務
2959,沒收到提醒到期的e-mail,183,資料借還
2960,我沒收到系統到期日前四天的提醒到期通知信，導致圖書逾期，是否可以查驗一下系統？,276,到(逾)期通知
2961,什麼是寒(暑)假優惠借期？,277,寒(暑)假優惠借期
2962,放暑假了，我想把書借回家，又不可能在假期中間回校還書，有沒有什麼辦法？需要特別申請嗎？,277,寒(暑)假優惠借期
2963,優惠借期的借期是多長？,277,寒(暑)假優惠借期
2964,貴館說優惠借期到開學後七天，但我開學前一天回校時才借的，只能借八天嗎？,277,寒(暑)假優惠借期
2965,放假時逾期罰款怎麼計算？,277,寒(暑)假優惠借期
2966,我把書帶回家了，無法續借，還有好多天才會回學校，能不能少繳一些逾期罰款呀？,277,寒(暑)假優惠借期
2967,放假期間還可以預約嗎？怎麼借書呢？,277,寒(暑)假優惠借期
2968,放假期間還可以預約圖書嗎？如果回家後才收到借書通知，怎麼借書？如果沒借，有什麼罰款嗎？,277,寒(暑)假優惠借期
2969,我也可以用優惠借期嗎？能借些什麼？,277,寒(暑)假優惠借期
2970,我又看到優惠借期的公告，學生和老師都可以借嗎？我想借書和DVD回家看，可不可以呢？,277,寒(暑)假優惠借期
2971,書要全部還清才能適用優惠借期嗎？要把書會還清才能註冊嗎？,277,寒(暑)假優惠借期
2972,是不是要全部還書後才能辦優惠借期？註冊前是不是要把書還淸才能註冊呀？,277,寒(暑)假優惠借期
2973,閉館時無法還書，開館時再還，還要收逾期罰款嗎？,277,寒(暑)假優惠借期
2974,我沒注意圖書館暑假期間星期五晚上沒開館，但星期六和星期日又閉館，無法還書，還要繳逾期罰款嗎？,277,寒(暑)假優惠借期
2975,怎樣薦購圖書？,110,個人圖書薦購
2976,我是企研所學生， 想瞭解圖書館對於推薦購書的程序與相關規定、內容，煩請回覆！謝謝！,278,薦購
2977,復學後為何還不能借書？,29,辦證服務
2978,我已在這學期復學了，為何圖書館登錄還是「休學」中？麻煩幫我查詢一下。,29,辦證服務
2979,校外人士辦證要那魔貴嗎？,29,辦證服務
2980,貴校圖書館對於花蓮縣市民要申請借閱證所需的工本費有點太貴，希望貴單位可以把工本費的價錢再訂低一點。,29,辦證服務
2981,校外人士可以進館和借書嗎？,29,辦證服務
2982,請問不是東華師生的人，要如何申辦貴館的借書證？以及若沒有借書證是否可入館內閱覽圖書？,29,辦證服務
2983,學分班學生要如何辦證？,29,辦證服務
2984,請問學分班學生如何辦理閱覽證？,29,辦證服務
2985,什麼是微縮資料？要如何借閱呢？,279,微縮服務
2986,我查本館期刊，發現上面標示「微縮」，請問要如何借閱？,279,微縮服務
2987,如何列印或儲存微縮資料？,279,微縮服務
2988,請問列印「微縮」資料一頁要多少錢？,279,微縮服務
2989,為何東區圖書已於櫃台歸還，但仍收到逾期通知信?,71,館際合作
2990,如何續借東區各館圖書?,71,館際合作
2991,館合系統借書還書時已逾期，應如何付罰款？,71,館際合作
2992,如何查詢館合申請件狀態？,71,館際合作
2993,如何借用、續借與預約館合借書證？,71,館際合作
2994,圖書館有加收館合費用嗎？,71,館際合作
2995,我想請問一下館際合作的收費，除了各館自行規定的收費準則外，圖書館是否有收手續費或服務費？ 因為今天拿了一篇科博館的paper，傳遞方式是Ariel，科博館的規定是一頁3元，因為之前收到通知說要繳60元，所以今天繳了60元就回來了， 推算之下paper應該要有20頁吧！可是回來了才發現只有16頁， 16*3=48， 所以差價12元是圖書館的手續費嗎？煩請告知，謝謝！,71,館際合作
2996,全國文獻傳遞服務系統(NDDS)優惠學校有哪些?,71,館際合作
2997,申請多份國家圖書館文獻，運費如何計算？,71,館際合作
2998,館合借書證歸還前需注意什麼？,71,館際合作
2999,什麼是申請館待收？,71,館際合作
3000,請問，申請件狀態 「申請館待收」 是什麼意思?,71,館際合作
3001,如何取得他校論文全文？s,71,館際合作
3002,可否麻煩你們協助我取得資料？我需要台大的黃國禎研究生的作品。,71,館際合作
3003,請問圖書館開閉館時間？,64,false
3004,請問學生可借多少冊書？借期多久？,64,false
3005,圖書遺失怎麼辦?,64,false
3006,密碼忘了怎麼辦？,71,館際合作
3007,書找不到怎麼辦？,64,false
3008,如何辦理續借？,64,false
3009,如何辦理預約？,64,false
3010,如果畢業校友還想借書，該如何辦理？,64,false
3011,如果畢業校友還可以使用本館的線上資源(資料庫、電子書、數位課程...)嗎？,64,false
3012,如何上網查詢個人借閱狀況？,64,false
3013,校外人士要如何申請進館？,64,false
3014,校外人士如果要借書要如何辦理申請？,64,false
3015,校外如何使用圖書館的電子資源？,64,false
3016,請問在市立圖書館有搜尋到空大的書籍，但其狀態顯示書在館，但僅限空大教職員及學生借閱及預約，請問有辦法借閱嗎？,160,圖書館
3017,請問該如何辦理續借？,160,圖書館
3018,請問高空大圖書館休館時間？,160,圖書館
3019,請問個人借閱證的借閱冊數及借閱期間為？,160,圖書館
3020,請問高空大圖書館開館時間？,160,圖書館
3021,請問高空大圖書館借的書可以在其他市圖分館還書嗎？,160,圖書館
3022,我在圖書館可借多少冊數？期限多久？,183,資料借還
3023,我要借書時發現我被「停權」了，請問什麼是「停權」?,183,資料借還
3024,博碩士論文可以外借嗎?,183,資料借還
3025,請問閉館時，我該如何還書?,183,資料借還
3026,請問展示中的書籍可以外借嗎？如果不行，大概多久之後可以外借？,183,資料借還
3027,可以幫同學代借或代還圖書嗎？,183,資料借還
3028,圖書館對於我借閱的書即將到期或逾期有沒有做通知?,183,資料借還
3029,借出的圖書資料可否辦理續借?,183,資料借還
3030,如何辦理書籍之預約？,183,資料借還
3031,如何得知預約書是否已到館？,183,資料借還
3032,預約書到館了，要到哪裡取書，且可保留多久？,183,資料借還
3033,若因故無法至圖書館借閱預約圖書，是否可取消預約？,183,資料借還
3034,我向圖書館借的書遺失了，如何賠償?,183,資料借還
3035,若對罰款、逾期書、報失書等均不予以理會處理，到最後結果會如何?像是不能畢業之類的?,183,資料借還
3036,我遺失的書在出版社或書局已經買不到了，怎麼辦?,183,資料借還
3037,書架上找不到所要的圖書時，該怎麼辦呢？,192,館藏利用
3038,為什麼我要找的期刊常不在期刊架上?,192,館藏利用
3039,英文學習的期刊附贈光碟，可否借閱使用？,192,館藏利用
3040,期刊可以外借嗎?,395,館藏使用規則
3041,請問圖書館有提供轉存PDF格式檔嗎?,190,數位論文上傳
3042,請問論文上傳網址為何？是否有詳細說明轉檔頁面。,190,數位論文上傳
3043,我要如何使用圖書館的電子資源及資料庫呢?,189,資料庫利用
3044,請問電子期刊如何使用?,189,資料庫利用
3045,我是已畢業的校友，因為有需要用到校內的電子資源，但現在已無法登入，請問要如何才能使用呢？,189,資料庫利用
3046,請問在圖書館使用資料庫是要去櫃檯登記嗎？,189,資料庫利用
3047,下載到的資料可否直接列印，需購買影印卡來列印嗎？,189,資料庫利用
3048,請問團體視聽室要如何登記使用，可以預約嗎？,188,場地利用
3049,如何申請借用討論室？,188,場地利用
3050,如何申請研究小間？,188,場地利用
3051,請問如何申請使用圖書館會議室？,188,場地利用
3052,如何向圖書館推薦圖書和視聽資料？,187,推薦交贈
3053,我要如何得知我所推薦的書是否已被圖書館納入採購？,187,推薦交贈
3054,圖書館是否接受贈書？任何書贈送，圖書館均會典藏嗎？,187,推薦交贈
3055,如何向圖書館推薦訂購資料庫?,187,推薦交贈
3056,如何向圖書館推薦訂購期刊?,187,推薦交贈
3057,教科書可否與他人交換?,187,推薦交贈
3058,推薦者可以優先借閱嗎？,187,推薦交贈
3059,請問我要如何辦理「館際合作」?,71,館際合作
3060,如何更改館際合作讀者資料?,71,館際合作
3061,密碼忘了怎麼辦？,71,館際合作
3062,可否查詢申請件處理狀況？,71,館際合作
3063,輸入資料錯誤或想取消怎麼辦？,71,館際合作
3064,請問申請館際合作如何收費?,71,館際合作
3065,請問視聽區的開放時間?,106,多媒體服務
3066,請問影片可以外借嗎？,106,多媒體服務
3067,請問可否自行攜帶視聽資料到視聴區使用？,106,多媒體服務
3068,如何使用寄物櫃?,184,入館服務
3069,為何一定要刷卡進館？,184,入館服務
3070,遺失圖書館證件，我應如何後續?,184,入館服務
3071,請問畢業後可以再借書嗎？,184,入館服務
3072,南應大退休的教職員工該如何辦理借書證？,184,入館服務
3073,南應大各系所的兼任教師如何辦理借書證？,184,入館服務
3074,圖書館內提供無線上網的地方有哪些？,31,電腦使用/無線上網服務
3075,"我是別的學校的學生, 請問我可以帶自己的(NB)電腦去圖書館用網路找資料嗎?",28,上網服務
3076,在館內使用筆記型電腦上網，需要自備網路線嗎?,28,上網服務
3077,圖書館有提供掃瞄器嗎？,9,其他
3078,圖書館有無提供影印服務，影印卡何處購買？,9,其他
3079,圖書館有提供翻拍器嗎？,9,其他
3080,請問圖書館的開放時間？,361,閱覽流通
3081,如何辦理校友借書證？,184,入館服務
3082,請問若畢業以後留在學校擔任相關計劃的研究助理，除了以校友的身分辦理借書證以外，是否可以以學校員工的身分申請借書證呢？,184,入館服務
3083,我查到的書籍狀態為『可外借』，但在書架上卻找不到它時，可否請圖書館協助？,171,圖書借閱
3084,圖書附贈之光碟或磁片如何辦理外借手續？,280,入館閱覽及借閱服務
3085,借的書被其他的讀者借走，我如何預約該書？,280,入館閱覽及借閱服務
3086,我如何在線上辦理圖書續借？,287,圖書借閱相關問題
3087,我如何知道所預約的書已經歸還？,0,借閱規則及服務
3088,神學院圖書館的書籍可否借閱？,0,借閱規則及服務
3089,館藏目錄查到的圖書，為什麼在書架上找不到？,281,我要的資料在哪裡
3090,請問期刊在哪裡？,192,館藏利用
3091,期刊能否外借？,288,期刊相關問題
3092,請問現期期刊不在架上該怎麼辦？,281,我要的資料在哪裡
3093,為什麼有些期刊沒有合訂本呢？,281,我要的資料在哪裡
3094,若遇期刊合訂本有缺頁的情況時該怎麼辦？,281,我要的資料在哪裡
3095,本館館藏目錄查到的期刊，為何架上找不到？,281,我要的資料在哪裡
3096,索書號前冠有「BCD」字樣，代表什麼？,281,我要的資料在哪裡
3097,圖書館電子資源之使用。,282,資料庫、電子書、電子期刊等電子資源如何使用/校外連線設定相關問題
3098,因使用資料庫前須先登入，校友如何在圖書館內使用資料庫？,282,資料庫、電子書、電子期刊等電子資源如何使用/校外連線設定相關問題
3099,宿舍是否無法使用資料庫？,282,資料庫、電子書、電子期刊等電子資源如何使用/校外連線設定相關問題
3100,校友或休學學生可以使用校外連線服務嗎？,282,資料庫、電子書、電子期刊等電子資源如何使用/校外連線設定相關問題
3101,辦了校友證、校友閱覽證或校友借書證可以使用校外連線服務嗎？,282,資料庫、電子書、電子期刊等電子資源如何使用/校外連線設定相關問題
3102,校外連線設定完成後，並沒有出現認證畫面？,282,資料庫、電子書、電子期刊等電子資源如何使用/校外連線設定相關問題
3103,圖書館並未收藏我要的圖書，可否有其他管道可以拿到嗎？,283,圖書館沒有我要的資源
3104,圖書館並未收藏我要的期刊，可否有其他管道可以拿到嗎？,283,圖書館沒有我要的資源
3105,如何向圖書館推薦圖書？,9,其他
3106,我想贈送書刊資料給圖書館，要如何處理？,187,推薦交贈
3107,所有的電子書都可以列印或複製嗎?有頁數限制嗎？,285,電子書可以列印或複製嗎?
3108,學位論文上傳有哪些需要注意的事項?,286,學位論文上傳問題
3109,浮水印在那裡可以找到？,286,學位論文上傳問題
3110,如何在學位論文中插入浮水印?,286,學位論文上傳問題
3111,如何在學位論文中插入頁碼?,286,學位論文上傳問題
3112,學位論文上傳有操作指引考參考嗎？,286,學位論文上傳問題
3113,如何申請加入志工行列？,9,其他
3114,在圖書館內使用Notebook上網、該如何設定？,9,其他
3115,我如何快速找到書？圖書分類及排列方式？,287,圖書借閱相關問題
3116,我可以借多少冊書？可以借多久？,287,圖書借閱相關問題
3117,我借的書過期了，逾期滯還金如何計算？,171,圖書借閱
3118,圖書逾期，有其他方式可以代替滯還金？,287,圖書借閱相關問題
3119,如何續借？新到期日怎麼算？,389,借閱相關問題
3120,我借的書已過期了，還可以續借嗎？,389,借閱相關問題
3121,我有書已過期未還，可以借其他的書嗎？,287,圖書借閱相關問題
3122,如何預約圖書？,171,圖書借閱
3123,如何知道預約書已到館?,389,借閱相關問題
3124,預約圖書後可以取消預約？,287,圖書借閱相關問題
3125,為何我不可以線上續借？,287,圖書借閱相關問題
3126,請問校友可以借書嗎？校友證如何辦理？,389,借閱相關問題
3127,如何借閱圖書附贈之光碟？,183,資料借還
3128,熱門圖書的借期？可續借？,287,圖書借閱相關問題
3129,圖書到期/逾期通知單的通知方式？沒收到通知單是不是可以不用繳納逾期滯還金？,287,圖書借閱相關問題
3130,如何借閱其他單位/科系的圖書？,287,圖書借閱相關問題
3131,如何借閱畢業紀念冊？,287,圖書借閱相關問題
3132,可以借博碩士論文？,287,圖書借閱相關問題
3133,沒帶學生證或員工服務證可否借書？,287,圖書借閱相關問題
3134,可否用其他同學的學生證借書？,9,其他
3135,圖書是否可以代借？代還？,287,圖書借閱相關問題
3136,請問圖書遺失應如何處理？,171,圖書借閱
3137,已辦過遺失圖書賠償了，但又找到書了，怎麼辦？,287,圖書借閱相關問題
3138,我已歸還圖書，但系統卻未消帳，該怎麼辦？,287,圖書借閱相關問題
3139,如何查看個人借閱記錄？有那些功能？是否能看到曾經借閱的圖書清單?,287,圖書借閱相關問題
3140,期刊可以外借？,288,期刊相關問題
3141,期刊是如何排列的？,288,期刊相關問題
3142,期刊的保留年限？,288,期刊相關問題
3143,期刊所附贈的光碟可否外借？,288,期刊相關問題
3144,找不到期刊該怎麼辦？如何知道期刊是否已到館？,288,期刊相關問題
3145,語文學習期刊可以借閱？,288,期刊相關問題
3146,如何查詢電子期刊全文？ 如何找期刊,288,期刊相關問題
3147,裝訂中期刊可以外借嗎？,288,期刊相關問題
3148,在架上找不到書，該怎麼辦？,289,館藏使用相關問題
3149,找不到書，圖書館可以幫忙找？,289,館藏使用相關問題
3150,想要贈書給圖書館，要如何處理？,289,館藏使用相關問題
3151,我想要學習如何查尋資料，要如何參加？,289,館藏使用相關問題
3152,圖書館的電腦可以使用隨身碟？,289,館藏使用相關問題
3153,如何知道圖書館有何新的館藏？,289,館藏使用相關問題
3154,忘記【我的帳戶】登入帳號密碼，怎麼辦?,289,館藏使用相關問題
